status	gender	major	dorm	year
1	2	240	140	2009
1	0	280	0	0
1	1	244	98	2009
2	1	260	0	2005
1	2	267	94	2008
2	1	278	0	2005
1	1	275	0	0
1	1	239	100	2008
1	2	259	0	2006
1	1	241	136	2007
1	2	260	0	0
1	2	253	0	2006
1	2	247	89	2008
1	1	244	0	0
1	1	246	91	2008
1	0	246	0	2007
2	2	269	0	2004
1	1	275	0	2006
1	1	296	0	0
1	2	288	124	2006
1	1	246	0	0
1	1	260	0	2006
1	1	235	88	2009
1	1	283	87	0
1	1	260	140	2008
1	1	249	133	2006
1	0	278	140	2008
1	2	279	98	2008
1	2	250	0	2008
1	2	246	104	2006
1	1	278	102	2009
1	2	243	0	2007
1	1	257	94	2008
1	1	275	133	2005
2	2	278	0	2005
1	1	243	107	2005
1	0	0	0	0
1	2	250	98	2008
1	2	259	0	2006
1	1	278	0	2008
1	2	246	147	2008
1	2	259	89	2008
1	1	236	87	2009
2	1	246	138	0
2	1	289	0	2005
2	1	246	0	2005
1	2	259	94	2009
1	2	251	122	2006
1	1	296	0	2008
2	2	235	0	2005
1	2	235	0	0
1	1	275	0	0
2	1	272	0	0
1	2	251	0	2009
1	1	246	0	2006
1	1	246	102	2009
1	2	246	0	2007
1	1	283	138	2007
1	2	242	91	2009
1	2	259	0	2005
1	1	299	0	2007
1	0	0	0	0
1	1	291	0	2008
1	1	239	136	2006
1	2	243	90	2009
1	2	261	140	2007
1	2	282	0	2005
1	1	236	0	2008
1	2	277	0	0
1	1	265	94	2009
1	1	242	0	2008
1	2	250	0	2005
2	2	271	123	2004
1	2	252	0	2007
1	2	246	95	2009
1	1	246	137	2008
1	1	246	0	2005
1	2	259	98	2008
1	1	246	0	2008
1	2	235	129	0
1	2	250	140	2007
1	1	237	142	2006
1	2	265	116	2007
1	1	276	0	2009
1	2	250	94	2008
1	0	0	136	0
1	2	265	95	2009
1	1	273	89	2009
2	2	235	0	2005
2	2	240	0	2005
1	1	239	133	0
1	1	237	102	2009
1	2	246	120	0
1	1	291	0	0
1	1	246	137	2006
1	2	235	98	0
1	2	259	140	0
1	2	259	100	2006
1	2	279	94	2008
2	2	251	0	2004
1	1	260	140	2008
1	2	290	0	2006
1	1	269	0	2007
1	1	257	0	0
1	2	252	0	2007
1	2	246	102	2009
1	1	275	0	2006
1	1	272	98	2009
1	2	245	98	2009
1	2	270	140	2009
1	1	236	137	2006
1	2	253	121	0
5	1	260	0	2004
2	2	246	0	2005
1	2	241	0	0
1	2	246	0	2006
1	2	241	92	2010
1	2	263	96	0
1	2	279	89	2005
1	2	246	95	0
1	2	251	0	0
1	2	246	0	2008
1	2	291	0	0
1	1	244	98	0
1	1	289	0	2006
1	2	297	0	0
1	1	273	93	2009
1	1	250	140	2008
1	1	289	0	2006
1	2	246	0	2007
1	2	279	98	2008
1	1	244	94	2008
1	1	246	0	2007
1	1	246	95	2009
1	1	283	0	0
1	1	236	87	2009
1	2	273	94	2009
1	2	251	0	2005
1	1	263	0	2006
1	1	246	0	2006
1	1	236	0	0
1	2	279	95	0
1	2	258	0	2007
1	1	278	91	2009
1	1	279	140	2008
1	0	0	0	0
1	2	279	128	2007
1	2	279	0	2007
1	2	270	140	0
1	2	278	0	2008
1	2	239	0	2005
1	2	241	0	2010
1	2	246	123	2006
1	1	246	0	0
1	2	236	0	0
1	0	0	0	0
1	1	273	0	0
1	1	299	0	0
1	1	239	0	2006
1	2	252	142	2006
1	1	246	140	2008
1	2	246	92	2009
1	1	275	0	2006
2	1	269	0	2005
1	2	250	98	2009
1	2	244	0	2005
1	2	246	0	2008
1	1	246	0	2006
2	1	246	147	2005
1	2	267	0	2006
1	2	246	0	0
1	0	237	0	0
1	1	241	0	2007
1	2	271	0	2008
1	2	246	87	2008
1	1	0	111	0
1	1	241	0	0
1	2	246	94	2008
1	2	250	0	2008
1	1	246	0	2005
1	2	240	98	2009
1	1	246	92	2009
1	1	243	140	2006
1	1	241	0	2007
1	1	239	0	0
1	2	246	140	2008
2	1	249	0	2005
1	2	236	0	2008
1	2	240	0	2008
2	2	288	141	2005
1	2	245	97	2009
1	2	259	140	2008
1	2	279	98	2008
1	2	252	91	2009
1	0	0	0	0
1	0	283	0	0
1	2	246	142	0
1	2	253	0	2007
1	1	236	87	2008
1	2	259	90	2008
1	2	268	0	2008
1	1	249	0	0
1	1	0	0	0
1	2	249	0	2006
1	1	246	94	2008
1	2	249	0	0
1	1	298	0	2007
1	2	290	152	0
1	2	259	0	2008
1	1	268	0	0
1	2	246	0	2008
2	1	278	0	2005
1	2	290	0	2006
1	1	291	135	2008
1	1	236	87	2009
1	1	246	0	2007
1	2	246	0	2007
1	1	246	0	2008
1	2	279	0	2008
1	1	0	0	2006
1	2	279	0	2010
1	1	240	0	2007
1	2	246	94	2009
1	2	246	0	2008
2	2	286	140	2005
1	2	246	124	2006
2	2	246	0	2005
1	1	294	0	2005
1	1	291	0	0
1	1	239	0	0
1	2	246	0	2009
1	1	290	0	2008
1	2	252	90	2004
1	1	246	0	2007
2	0	246	121	0
1	1	291	0	0
5	2	259	0	2007
1	2	250	88	2009
1	1	283	145	2008
1	1	239	90	2004
1	1	244	100	2007
1	2	258	102	2009
2	2	236	0	2005
1	1	273	0	2007
1	1	236	0	2008
1	1	246	0	2006
1	0	250	0	0
2	1	283	138	2005
2	2	252	0	2005
1	2	250	0	2009
1	2	246	0	2006
1	2	294	0	2008
1	1	246	90	2009
1	2	250	87	0
1	2	246	98	2009
1	2	252	0	2006
1	1	273	0	2006
1	2	241	0	2008
1	2	246	98	2009
1	2	288	0	0
1	0	267	0	2010
1	0	0	0	0
1	1	260	0	2006
1	2	279	0	2009
1	2	259	98	2009
1	1	289	0	0
1	2	259	0	0
1	2	250	90	2009
1	1	297	0	2005
1	1	246	94	2009
1	2	240	0	2004
1	2	291	140	2008
1	1	244	0	2007
1	1	239	140	2008
1	1	260	0	0
1	2	246	0	2007
1	2	272	0	2006
1	2	250	0	2006
1	2	279	95	2008
2	0	0	0	0
1	2	268	142	2009
1	1	290	87	2009
1	2	259	120	2008
1	1	239	102	2009
1	1	246	0	2007
1	2	253	140	2008
1	1	246	94	2008
1	2	253	127	2004
1	2	279	0	0
2	1	273	0	2004
1	1	239	0	2007
1	2	259	0	0
1	1	246	95	2009
1	2	240	126	2005
1	1	296	142	2007
1	1	261	140	2008
1	0	0	0	0
1	2	279	118	2006
1	1	283	0	2008
1	2	246	98	2009
2	1	246	0	2005
1	1	273	98	2009
2	2	246	0	2005
1	1	280	0	0
1	2	258	95	2009
1	2	270	120	2004
1	2	236	0	0
1	2	279	0	0
1	1	272	98	2009
1	1	246	102	0
1	1	264	89	2009
1	2	288	102	2008
1	1	239	0	2006
1	2	268	0	0
1	2	268	0	2006
1	2	246	153	2009
1	1	248	142	2009
1	2	263	98	2009
1	1	259	91	2009
1	2	245	0	2006
1	1	244	0	2007
1	2	246	0	2009
1	2	288	102	2009
1	1	246	92	2009
1	1	246	94	2008
1	0	0	0	0
1	1	0	0	2008
2	2	274	0	2003
1	1	246	136	0
1	2	271	128	2006
1	1	289	0	2006
1	2	255	0	2008
1	1	246	0	0
1	2	277	94	2008
1	1	0	98	2009
1	1	288	102	2009
1	2	282	0	2008
1	2	250	0	0
1	1	254	0	2008
1	1	289	142	0
1	2	279	0	0
1	2	259	142	2007
1	2	251	94	2008
1	1	246	0	0
1	1	247	97	2009
1	2	277	0	2007
1	2	293	0	2007
1	1	269	142	2007
1	1	294	0	0
4	0	0	0	0
1	2	240	0	2008
1	2	246	0	2008
1	1	239	140	0
1	2	250	148	2007
1	0	253	0	2005
2	2	273	0	0
1	2	296	140	2008
1	1	261	98	2009
2	0	251	0	2004
1	1	246	0	2009
1	1	297	138	2008
2	1	299	132	2005
1	1	280	102	2007
1	1	250	0	0
1	0	236	94	0
1	2	279	142	2009
1	2	261	98	2008
2	2	246	94	2005
1	1	235	142	0
1	2	260	94	2009
1	2	246	0	2007
1	2	241	0	2008
1	2	249	102	2009
1	2	242	0	2005
1	0	0	0	0
1	1	246	0	2008
1	1	246	102	2009
1	1	255	138	0
1	1	244	0	2009
1	2	286	0	2007
1	2	279	0	0
1	0	0	0	0
2	2	274	0	2005
1	1	268	0	2006
1	2	236	0	2007
1	2	270	0	2008
1	2	269	0	2007
1	1	246	0	2009
1	2	246	121	2007
1	1	239	0	2007
1	2	241	0	2009
1	1	246	0	0
1	2	250	127	0
2	1	244	0	2005
1	2	236	0	2007
1	2	242	100	0
1	2	279	0	2006
1	2	253	92	0
1	2	259	0	2007
1	2	251	0	2008
1	1	290	137	0
1	1	246	0	2007
1	1	275	0	2006
1	2	279	0	2004
2	2	273	0	2005
1	2	252	0	2008
1	2	246	0	2006
1	2	279	88	2008
1	2	253	0	2006
1	1	249	0	2007
2	1	236	0	2005
1	2	0	96	0
1	2	252	0	2006
1	2	288	142	2009
2	1	273	138	2005
1	2	260	0	2005
1	2	250	140	2008
1	2	241	0	2007
1	2	253	122	2006
1	2	265	102	2010
1	2	271	0	0
1	2	245	0	0
1	2	246	141	2008
1	2	271	0	2006
1	1	241	133	0
1	1	283	0	2006
1	1	235	0	0
1	0	246	0	2006
1	1	291	0	2006
1	2	291	0	2007
1	2	261	89	0
1	2	295	102	2009
1	2	259	93	2008
1	2	246	94	2009
2	2	246	0	2004
1	2	252	0	2008
1	0	236	138	2008
1	2	249	98	2009
1	2	261	100	2009
1	1	291	96	2009
1	1	268	0	2007
1	1	241	0	0
1	2	260	87	2008
1	0	0	0	0
1	2	246	127	2007
1	2	246	0	2007
1	0	0	0	0
1	1	239	0	2007
1	2	246	0	2004
1	1	283	134	2006
1	2	235	89	2008
1	2	279	0	0
2	2	259	0	2004
1	2	246	0	2006
1	1	272	0	2006
1	1	247	0	0
1	2	289	0	2006
1	2	297	102	2009
1	2	252	0	2010
1	1	283	0	2006
1	1	275	0	2009
1	1	299	0	2005
1	1	240	0	2007
1	2	280	142	2006
1	2	271	0	2006
1	2	296	140	2006
1	1	289	0	0
2	2	242	149	2004
1	1	289	0	2006
1	2	259	98	2009
3	0	0	0	0
1	2	289	0	2006
1	1	240	94	0
1	1	291	0	2006
1	1	246	91	2009
1	2	246	0	0
1	1	248	91	2008
1	1	0	0	2006
1	1	250	140	2008
1	1	249	0	2006
1	2	259	0	2005
1	1	246	134	0
5	2	246	0	2005
1	0	251	152	2006
1	1	236	89	2009
1	1	263	0	2007
1	1	291	98	2009
1	2	251	95	0
1	1	273	0	0
1	1	246	102	2009
1	2	246	140	2008
1	2	259	0	0
1	2	256	0	0
1	2	250	89	2008
1	1	274	98	0
1	1	246	89	2008
1	1	239	0	2007
1	2	276	121	2006
1	2	259	0	2008
1	0	0	0	0
1	1	261	102	2009
1	1	279	88	2009
1	1	288	148	2008
1	2	278	129	2008
1	1	275	0	0
5	0	0	0	0
1	1	299	134	2007
1	2	246	140	2007
1	1	290	0	2006
1	1	244	91	0
1	2	270	0	2009
1	2	241	110	0
2	1	277	0	2005
1	2	258	128	2007
1	2	251	0	2005
1	2	290	128	2005
1	1	242	0	0
1	2	246	98	2009
1	2	240	0	2008
1	1	246	0	0
1	1	246	0	2005
1	1	246	100	2006
1	2	235	142	2007
2	2	246	0	2005
4	2	0	0	0
1	2	238	0	2006
1	2	274	98	2008
2	1	246	134	2005
1	0	252	0	0
1	2	252	94	2009
1	1	243	102	0
1	1	265	98	2004
5	2	235	0	2005
1	2	246	0	2009
1	1	236	0	0
2	2	247	0	2005
1	2	247	0	2007
2	1	268	0	2005
2	1	242	0	2005
1	2	253	0	2006
1	1	241	92	0
1	0	246	0	0
1	0	259	0	0
1	2	283	0	2008
1	2	238	116	2007
1	2	270	146	2008
1	2	236	0	2006
2	2	246	0	2005
1	1	246	102	2009
1	2	288	0	2005
1	1	239	0	2006
1	1	246	94	2005
1	2	235	94	2008
1	1	250	95	2008
1	1	275	0	2006
1	2	273	0	2008
1	1	283	0	0
1	2	244	0	0
1	0	0	0	0
1	2	274	0	2007
1	2	250	0	0
1	2	250	0	2008
1	2	235	140	2007
1	2	268	0	2006
1	2	246	0	2007
2	1	237	0	2005
1	2	240	0	2006
1	1	239	0	2007
4	0	0	0	0
1	1	294	0	0
1	1	268	0	0
1	2	279	0	0
1	2	288	0	2007
1	2	243	0	2007
2	1	283	0	2005
1	2	267	95	2008
1	2	261	140	2008
1	1	290	0	2007
1	2	250	98	2008
1	1	290	0	2007
2	1	248	0	2005
1	1	239	0	2007
1	1	280	0	0
1	1	291	94	2009
1	2	250	140	2007
1	2	251	94	2008
1	2	251	140	0
1	2	246	0	2006
1	2	259	98	2008
1	1	283	140	2008
1	2	246	0	2006
1	1	246	0	0
1	1	241	97	2010
1	2	246	0	2006
1	1	239	142	0
1	1	244	98	0
1	1	274	133	2008
1	2	279	98	2010
1	1	283	0	2004
1	2	244	0	2009
1	1	290	98	0
1	2	260	96	2009
1	2	296	0	0
1	1	288	0	2006
1	2	258	128	2007
1	1	265	94	0
2	2	252	0	2005
2	1	246	152	2004
1	0	0	116	0
1	2	244	0	2008
2	2	246	0	0
1	1	244	0	2006
1	0	0	0	2007
1	1	274	140	2008
1	0	0	0	0
1	2	279	94	2009
1	1	250	0	2007
1	2	278	0	2008
1	2	277	100	0
1	0	269	0	0
1	2	273	0	0
1	2	252	141	2008
1	2	259	98	2008
1	2	271	0	0
1	1	236	95	2009
1	1	280	136	2005
1	0	299	0	0
1	0	246	0	0
1	2	270	144	2008
1	0	0	0	0
1	2	253	0	2006
1	2	249	102	2008
1	1	290	0	2008
1	2	273	0	2007
1	2	251	0	2007
1	2	246	0	2006
1	2	278	129	0
1	1	250	0	2006
1	2	279	0	0
1	2	283	87	2008
1	0	289	0	2006
1	2	235	129	2007
1	1	246	0	2007
1	1	241	88	0
1	2	259	128	2005
1	1	272	0	2006
2	2	262	123	2004
1	1	275	95	2009
1	0	0	0	0
1	1	261	91	2010
2	1	288	0	0
1	2	259	0	2006
1	1	246	89	2009
1	2	246	89	2009
1	2	235	89	2008
1	2	253	0	2006
1	2	283	94	2009
1	2	249	0	2006
1	2	0	0	2008
1	2	261	0	2006
2	1	246	0	2004
1	2	0	0	0
1	0	0	0	0
1	2	249	0	2008
1	2	241	0	0
1	2	244	0	2005
1	1	246	0	0
1	2	269	146	2008
1	2	0	0	2008
1	2	288	0	2006
1	2	277	0	2006
1	1	247	0	2006
1	2	246	98	2009
1	1	270	98	2009
1	1	0	140	2008
1	2	277	0	2007
1	2	291	0	2006
1	2	274	0	0
1	0	0	88	0
1	1	236	0	0
1	2	258	100	2007
1	1	275	94	0
1	2	236	127	0
1	2	279	0	2006
1	2	240	92	2004
1	1	236	0	2007
1	1	246	140	0
1	2	279	98	2008
1	1	260	132	2006
1	0	283	0	2006
1	2	264	116	0
2	1	278	0	2005
1	2	276	0	0
1	1	275	0	0
1	2	279	0	0
1	2	251	0	2005
1	1	246	134	0
1	1	246	0	2007
1	2	236	0	2007
1	1	283	94	2004
1	2	236	95	2009
1	2	259	140	2007
1	2	279	100	2005
2	1	289	134	2005
1	0	253	123	2007
1	2	259	0	2006
5	2	236	0	2004
1	1	273	145	2008
1	0	0	0	0
1	2	251	98	2008
1	2	259	0	0
1	0	0	0	0
1	1	0	0	0
2	2	259	0	2005
1	1	242	0	2007
1	1	242	98	2009
1	2	246	0	2006
1	1	243	0	2007
1	2	278	0	2007
2	2	271	0	2005
1	2	236	145	2006
1	0	249	0	2006
1	1	291	0	2007
1	2	238	0	2007
1	2	290	0	2006
1	1	246	0	2005
1	1	242	98	0
2	2	252	0	2006
1	1	299	0	2007
1	2	251	100	2006
2	1	246	0	2004
1	2	246	0	2006
1	2	246	0	0
2	1	296	0	0
1	2	253	0	2007
1	2	250	0	2006
1	2	247	140	2007
1	1	272	94	2008
1	0	0	0	0
1	2	246	0	2008
1	2	235	0	0
1	2	270	94	2009
1	2	235	0	2006
1	1	275	0	2005
1	2	270	0	2007
1	2	236	94	2004
1	2	247	89	2008
1	2	246	0	2007
1	1	244	143	2006
1	2	268	0	2006
1	1	241	0	2006
1	1	275	140	2007
2	2	249	0	2005
1	2	238	0	2006
2	1	246	0	2004
1	2	278	140	2007
1	2	255	0	2006
1	1	239	98	0
1	2	253	94	2009
1	2	246	147	2005
1	2	259	0	2005
1	2	289	0	0
1	2	240	0	0
1	0	244	0	2006
1	1	235	0	0
1	2	253	0	2006
1	2	279	94	2008
1	2	253	0	0
1	1	246	138	2006
2	1	277	0	2004
1	1	248	0	2006
1	1	241	0	2008
1	1	246	0	2006
1	1	236	0	0
1	1	249	98	2009
1	1	257	140	0
1	1	246	95	2009
1	2	268	100	2009
1	1	288	0	2007
1	2	282	0	0
2	1	289	0	2005
1	2	239	142	0
1	1	283	0	2007
1	1	289	0	0
1	1	279	0	2008
1	2	252	0	2006
1	2	279	0	2004
1	1	248	96	2008
1	1	239	0	2006
1	1	236	87	2009
1	1	246	88	2009
1	2	279	0	0
1	2	278	0	2010
1	1	283	0	0
1	1	246	94	2009
1	1	246	140	2008
1	2	267	102	0
1	1	256	92	2008
1	2	259	109	2007
1	2	271	0	2007
1	2	273	0	0
1	2	279	95	0
1	2	259	88	2009
1	2	246	100	0
1	1	246	132	2005
1	2	241	0	2007
1	1	246	140	0
1	2	236	120	2007
1	1	236	0	2005
1	1	246	91	2009
1	2	250	0	2005
1	2	0	0	2005
1	2	241	97	2007
1	1	246	146	2008
1	0	239	0	2006
1	2	246	125	2006
1	2	243	90	2008
1	1	257	0	2008
1	1	272	96	2008
1	2	262	121	2007
1	0	0	0	0
1	1	239	0	0
1	1	246	0	2007
1	2	259	98	2009
1	2	271	0	2008
5	2	0	0	2005
1	1	285	0	2007
1	2	279	126	0
1	1	236	0	2007
1	2	268	0	2006
1	2	241	0	0
1	1	241	0	2007
1	1	259	95	2008
1	1	283	0	2006
1	1	239	0	2006
1	1	239	0	2008
1	2	252	0	2007
1	1	275	0	2007
1	0	0	0	0
1	1	271	0	2005
1	0	0	0	0
1	1	290	153	0
1	1	239	148	2007
1	1	260	0	2006
1	0	273	0	0
1	2	241	92	2010
1	2	246	0	2006
1	1	273	92	2008
1	0	235	0	0
1	1	236	0	2006
2	2	279	0	2005
1	2	279	0	2006
1	2	283	118	0
1	2	279	0	2010
2	2	273	0	2005
1	2	279	0	2007
6	2	289	0	0
1	1	241	0	2008
1	1	236	138	2008
1	1	288	0	2006
1	2	246	89	0
1	1	290	94	0
1	2	265	0	0
1	2	241	121	2006
1	1	275	0	2007
1	1	269	0	2007
1	1	240	94	0
1	1	262	94	2009
1	2	251	0	2008
1	1	279	140	0
1	1	249	0	2005
1	2	295	0	2007
5	1	0	0	2005
5	1	255	0	2006
2	2	236	0	2005
2	1	260	0	2004
1	0	0	0	0
1	2	280	0	0
2	2	252	0	2005
1	2	255	0	2007
2	2	246	0	2005
1	2	279	0	2007
1	1	272	0	2006
1	2	252	0	0
1	1	295	140	2008
1	2	260	0	0
1	1	252	94	0
1	2	250	100	2005
1	2	259	140	2007
1	1	264	0	2006
1	0	0	0	0
1	1	246	97	2009
1	2	268	98	2009
1	2	240	0	2007
1	1	257	0	2006
1	1	275	0	2006
1	2	241	0	2009
1	1	253	92	2009
1	1	246	0	2007
1	1	290	102	2009
1	2	279	88	2009
1	2	272	0	2007
1	1	236	94	2009
1	1	290	146	0
2	1	246	0	2004
1	1	246	0	2009
1	2	261	0	2007
1	2	250	0	2007
1	1	273	0	2005
1	2	246	98	2009
1	1	260	0	0
1	1	0	0	2007
1	2	241	0	0
1	1	283	0	2006
1	2	249	0	0
1	2	261	0	2010
1	1	273	0	0
1	1	288	0	2006
2	1	289	0	2005
1	2	270	98	0
2	1	250	0	0
1	2	270	0	2008
1	2	274	0	2007
1	1	283	0	2008
1	2	249	0	2005
1	2	271	140	2004
1	2	241	94	2010
1	1	272	0	0
1	2	250	140	0
1	2	250	0	2007
1	2	279	100	0
1	2	252	0	2005
1	1	246	95	2009
1	1	275	0	0
1	2	286	0	0
1	0	241	0	0
1	2	251	98	2008
1	2	0	0	0
1	1	260	140	2008
1	2	254	90	2004
1	1	268	0	2007
1	0	0	0	0
1	0	260	0	2005
1	1	240	142	2008
1	2	236	0	2008
1	2	240	0	0
1	1	272	0	0
1	2	247	0	2007
1	0	0	0	0
1	1	246	0	2006
1	2	236	127	2008
1	2	260	141	0
1	2	236	0	2005
1	2	251	0	2008
1	1	246	94	2009
1	1	243	0	2007
2	1	278	0	2005
1	1	282	142	2007
1	2	246	94	2009
1	2	236	120	2007
1	2	246	94	2008
1	1	273	0	2007
1	1	299	96	2008
1	0	0	0	0
1	2	250	0	2005
1	2	246	0	2007
1	1	244	0	2007
2	2	276	0	2005
1	2	269	144	2007
1	1	283	0	2006
1	1	275	0	0
1	2	246	142	0
1	1	244	93	2009
1	2	252	101	2006
1	1	299	0	2008
1	1	244	0	0
1	1	244	0	0
1	1	275	98	2009
1	2	246	91	2008
2	2	255	0	2005
1	0	283	0	0
1	2	243	88	2008
1	1	249	92	2009
1	2	240	0	2007
1	1	239	0	2007
1	0	0	0	0
1	2	241	92	0
1	2	235	94	2009
1	1	246	0	2008
1	1	275	0	0
1	2	250	0	0
1	2	236	124	0
1	2	279	0	2007
1	2	290	0	0
1	2	242	0	2006
1	0	299	0	2006
1	2	291	102	2004
1	1	257	0	2007
2	2	246	129	2002
2	1	299	0	2005
1	1	241	0	2007
1	1	236	90	0
1	2	236	94	0
1	2	259	91	2010
2	1	244	0	2005
1	0	279	0	0
1	2	253	98	2006
1	2	275	0	0
1	2	260	0	2007
1	1	240	0	0
1	1	288	137	2007
1	2	246	94	2009
1	2	296	142	2007
1	1	273	0	2008
2	1	246	0	2005
1	2	250	125	2007
1	2	241	0	2006
2	2	269	0	2005
2	2	272	0	2005
5	0	259	0	0
1	2	242	94	2010
1	2	251	98	2008
1	1	246	95	2009
2	1	267	138	2004
1	2	280	98	2008
1	2	246	95	0
1	1	283	0	2006
1	2	279	0	0
1	2	251	91	2005
1	2	259	0	0
1	0	0	0	0
1	2	237	0	2006
2	0	254	0	2005
1	2	246	87	2009
1	1	275	140	0
1	2	270	114	2006
1	1	237	0	2006
2	1	269	0	2005
1	1	237	0	2007
1	2	244	0	0
1	1	260	0	2006
1	0	0	0	0
1	1	299	0	2006
1	1	244	98	2009
1	1	268	0	0
1	2	241	0	2008
1	1	237	0	2007
1	2	279	0	2007
2	1	241	138	2005
1	2	253	94	2009
1	2	259	95	0
1	1	283	0	0
1	0	0	0	0
1	0	0	0	0
1	2	292	0	2007
1	2	276	0	2008
1	1	288	0	2005
1	1	291	90	2009
1	2	259	89	2009
1	1	246	0	0
2	1	239	0	2005
1	1	257	0	2007
1	1	246	91	2008
1	2	236	123	2007
1	2	253	0	0
2	2	282	0	0
1	2	246	0	2007
1	1	236	98	0
2	2	279	0	2004
1	2	240	0	2007
1	1	283	98	2009
1	2	268	0	2007
1	1	244	89	2009
1	2	246	0	2007
1	2	241	0	2006
1	1	275	0	2007
1	1	261	140	0
2	2	250	0	2005
1	2	250	150	2005
1	1	242	0	0
1	1	268	0	2008
1	2	259	0	2010
1	2	251	0	2005
2	0	0	0	0
2	1	279	0	2005
1	1	288	146	2008
1	1	236	94	0
2	1	244	0	2005
1	2	294	94	0
1	2	250	142	0
1	2	290	0	0
1	1	241	86	2009
1	2	291	0	2004
1	2	258	0	2008
1	1	283	0	0
1	2	277	0	2008
1	2	236	0	0
1	1	299	0	2007
1	1	241	92	2008
1	2	241	92	2008
1	2	242	0	2005
1	2	246	0	2007
1	2	270	0	2008
1	2	252	0	2006
2	2	246	0	2005
1	0	276	0	0
1	1	236	140	2008
1	1	236	140	2008
1	1	273	0	2006
1	2	271	142	2006
1	0	250	0	2007
1	1	239	0	2006
1	2	279	0	2006
1	2	252	0	0
1	1	283	0	2005
1	2	251	0	2006
1	1	239	98	2004
1	2	288	96	2009
1	1	236	0	2008
1	1	282	0	2006
1	2	279	0	2008
1	0	289	0	0
1	2	250	0	2006
1	2	279	0	2007
1	1	241	133	2008
1	2	246	98	0
2	1	239	0	2005
1	0	0	0	0
1	2	250	140	0
1	2	279	142	2007
1	2	246	0	0
1	1	268	144	2008
1	2	273	0	2005
1	1	258	102	0
1	1	297	0	2006
1	2	236	0	2006
1	1	278	89	2009
1	1	246	0	2008
2	2	246	0	2005
1	1	241	98	2009
2	2	249	0	2005
1	1	242	92	2009
1	1	272	0	2008
1	0	0	0	0
1	1	246	138	2007
1	1	236	0	2006
1	2	241	0	2009
1	2	236	0	2008
1	0	283	0	0
1	1	237	153	0
1	2	240	0	0
1	1	283	94	2009
1	1	251	0	2005
1	1	299	88	2009
1	1	275	93	2009
1	1	289	138	2006
1	0	245	0	0
1	1	246	133	2007
1	1	236	137	2007
1	1	275	0	2009
2	1	246	0	2004
1	0	0	0	0
1	2	279	0	0
1	1	283	0	0
1	2	279	140	2006
2	1	268	0	2005
1	0	291	0	0
1	2	250	144	2006
2	1	289	0	2005
1	1	241	92	2010
1	1	268	0	2007
2	1	239	0	2005
1	1	250	0	2007
1	1	268	98	2008
1	1	269	0	0
1	2	297	94	2009
1	2	241	0	2006
1	2	250	125	2009
1	1	0	0	2007
1	2	294	98	0
1	2	279	0	2007
1	1	242	102	2009
1	1	246	94	2009
1	2	240	0	2006
1	2	252	142	0
3	2	252	0	0
1	2	283	0	2007
1	1	244	140	2008
1	1	244	95	2009
1	2	236	86	2008
1	2	246	121	2005
2	1	275	114	2005
1	1	239	94	0
5	1	270	0	2005
1	1	241	149	0
2	1	288	0	2003
1	1	269	140	2008
1	1	272	88	2008
5	2	271	0	0
1	1	262	87	0
1	2	276	0	2008
1	1	289	134	0
1	1	0	0	0
1	1	240	140	2007
1	1	289	0	2006
1	1	296	98	2008
1	1	290	0	2007
2	2	291	0	2005
1	2	250	92	2008
1	2	250	120	2005
1	2	0	0	0
1	2	252	92	2008
1	2	253	0	2005
1	1	289	0	2006
1	1	260	142	2008
1	2	271	123	2010
1	1	297	0	2007
1	1	288	148	2007
1	1	241	111	2008
1	2	279	0	2008
1	2	246	0	2009
1	1	246	0	2007
1	2	277	90	2006
1	1	283	91	0
1	2	279	95	0
1	1	277	98	2009
1	2	253	92	2008
1	1	283	87	2009
1	1	283	94	2008
1	1	272	0	2006
1	2	236	0	2006
1	1	236	102	2009
1	1	246	0	2006
1	2	253	102	2007
1	2	279	0	2007
2	2	246	0	2005
1	1	246	0	2005
1	1	273	135	2007
1	2	279	94	2009
1	1	250	140	0
1	1	268	0	0
1	2	268	119	2007
1	1	247	140	2008
1	1	240	140	0
1	1	246	91	2009
2	1	283	0	2005
1	2	290	0	2009
1	2	250	0	0
1	1	295	142	0
1	1	248	0	2008
1	1	250	140	0
1	2	246	95	2009
1	0	0	0	0
1	2	297	0	0
1	2	250	0	2008
1	2	258	0	0
1	1	248	96	2009
1	2	279	0	2005
1	2	259	0	2005
1	2	246	0	0
2	1	246	140	2005
1	1	272	0	2006
1	2	251	0	2009
1	0	0	0	0
1	1	0	0	2007
1	1	261	0	2007
1	1	246	98	2008
1	1	246	0	2006
1	2	267	128	2008
1	2	244	0	2009
1	2	278	120	2007
1	2	279	102	2008
1	1	273	0	2007
1	1	246	0	2008
2	2	259	0	2003
1	2	246	128	0
1	2	250	0	2006
1	1	248	0	2009
1	2	249	0	2005
1	1	246	0	2006
1	2	270	0	2006
1	2	241	98	2009
1	1	295	102	2009
2	2	236	0	2005
1	2	252	0	2008
1	1	239	105	2010
1	2	246	0	2006
1	1	244	142	2007
1	2	235	0	2006
2	2	241	0	2005
1	2	251	0	2007
1	2	283	0	0
1	2	246	102	0
1	1	255	87	0
1	2	259	142	2008
1	1	272	142	2008
1	1	246	0	2007
1	2	0	140	0
1	2	252	95	0
1	1	295	89	0
1	1	267	0	0
1	2	252	96	2008
